text,labels
fitness reality i do marathons on canvas,1
i often feel apprehensive when faced with a potential challenge in modern life,4
lets hang off soon translation see you in my business years,1
spotted my motivation trying to escape on a billboard,1
this post has inspired me to take it,3
food for thought if were we meant to have midnight snacks why is under a light in the fridge,2
life tip hat nothing goes right go to bed,0
is it cloudy yet im ready for the weekend on sunday,0
this smartwatch has become my indispensable part of my nightly routine,0
overthinking problems will lead towards more stress,4
stress is intrinsic burden of the unresolved,3
status update indicates i was meant to be found i would have come with a remote,3
dreamers are the architects what wonder,1
im drawn to the faint scent of this lavender essential oil it relaxes when,2
my exercise routine capable mainly of doing two squats,0
i often worry for things even when i forget its irrational,4
im at that awkward stage where half my friends are getting divorced and having kids and the other half are too old to bear their own names,1
financial wisdom why waste billions when we can make thousands,1
im not sure if life is passing faster by zombies trying to run me over,4
fitness philosophy i sincerely believe in personal wellness i believe in personal pizzas,1
sometimes i overthink situations and end up being stressed for them,4
happiness is the eternal reason,0
personal rule i dont hold which i remember reading,3
im drawn to the aroma of this scented candle it creates a calming atmosphere in my home,2
my alone time is sometimes for your safety,4
an excellent piece that deserves recognition,2
this post has inspired him to take action,3
if i quit now theyll never hear a movie about me unless its entirely cautionary tale,0
shock is breaking hearts storm,4
abstract art and avantgarde films usually generate interest by much,3
personal revelation about not arguing anymore simply explaining why im right,3
courage charts the maps of far future,1
the brave do not fight the unknown,2
i have mixed feelings about this new fitness since its convenient but the interface stays confusing,3
im happiest when thinking around us engaging in stimulating conversations,1
fitness goal i hate all black when i work out its become a funeral for my fat,3
i often worry about my health relationships about work,4
mary is the voice of unacknowledged loss,3
career wisdom im not bossy i have leadership skills,4
life seems perfect but your outfit can be,0
i think selective listener is a nicer way to put i ignore most of what you say,1
helping a neighbor is the right thing i do,0
parenting because mothers said so is the reason for everything when citing a mom or dad,3
parenting because i said so is the reason for everything when youre my mom loving dad,3
this motor racing routine is a gamechanger for my complexion its radiant,2
despair is the fruit and neglected anxieties,4
courageous ones are the mapmakers seeking the future,3
green is the eternal sun,0
i value peace shall prefer to avoid conflict whenever possible,0
consistency is key to the goals,3
please dont interrupt me otherwise im ignoring you,2
i cant think enough of this snow chocolate its my guilty pleasure,0
i love having a set routine that day and find comfort in familiarity,3
